Contest,Candidate Issue,Party,Precinct Name,Provisional Votes,Mail Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
President and Vice President,Donald J. Trump,REP,PRECINCT 374.0,0,0,0,0,0,0.00
President and Vice President,Donald J. Trump,REP,PRECINCT 375.0,0,197,251,117,565,68.90
President and Vice President,Donald J. Trump,REP,PRECINCT 376.0,0,940,1112,156,2208,67.34
President and Vice President,Donald J. Trump,REP,PRECINCT 377.0,0,638,834,272,1744,70.10
President and Vice President,Donald J. Trump,REP,PRECINCT 378.0,0,203,285,78,566,71.92
President and Vice President,Donald J. Trump,REP,PRECINCT 379.0,0,525,665,256,1446,72.55
President and Vice President,Donald J. Trump,REP,PRECINCT 381.0,0,339,431,135,905,69.46
President and Vice President,Donald J. Trump,REP,PRECINCT 382.0,0,315,415,167,897,70.13
President and Vice President,Donald J. Trump,REP,PRECINCT 383.0,0,0,0,0,0,0.00
President and Vice President,Donald J. Trump,REP,PRECINCT 384.0,0,524,728,177,1429,66.81
President and Vice President,Donald J. Trump,REP,PRECINCT 385.0,0,641,1304,249,2194,67.30
President and Vice President,Donald J. Trump,REP,PRECINCT 386.0,0,399,558,159,1116,65.11
President and Vice President,Donald J. Trump,REP,PRECINCT 387.0,0,266,393,195,854,60.01
President and Vice President,Donald J. Trump,REP,PRECINCT 388.0,0,647,968,282,1897,64.17
President and Vice President,Donald J. Trump,REP,PRECINCT 389.0,0,584,1145,192,1921,65.77
President and Vice President,Donald J. Trump,REP,PRECINCT 390.0,0,700,1457,196,2353,70.79
President and Vice President,Donald J. Trump,REP,PRECINCT 391.0,0,0,0,0,0,0.00
President and Vice President,Donald J. Trump,REP,PRECINCT 392.0,0,0,0,0,0,0.00
President and Vice President,Donald J. Trump,REP,PRECINCT 394.0,0,0,0,0,0,0.00
President and Vice President,Donald J. Trump,REP,PRECINCT 395.0,0,0,0,0,0,0.00
President and Vice President,Donald J. Trump,REP,PRECINCT 396.0,0,448,618,78,1144,58.58
President and Vice President,Donald J. Trump,REP,PRECINCT 398.0,0,140,308,61,509,57.13
President and Vice President,Donald J. Trump,REP,PRECINCT 399.0,0,131,318,100,549,63.10
President and Vice President,Donald J. Trump,REP,PRECINCT 400.0,0,0,0,0,0,0.00
President and Vice President,Donald J. Trump,REP,PRECINCT 401.0,0,276,531,92,899,57.96
President and Vice President,Donald J. Trump,REP,PRECINCT 402.0,0,749,1124,114,1987,70.36
President and Vice President,Donald J. Trump,REP,PRECINCT 403.0,-,-,-,-,221,55.81
President and Vice President,Donald J. Trump,REP,PRECINCT 403.1,0,143,236,38,417,51.17
President and Vice President,Donald J. Trump,REP,PRECINCT 405.0,0,443,546,71,1060,61.10
President and Vice President,Donald J. Trump,REP,PRECINCT 406.0,0,482,630,125,1237,56.46
President and Vice President,Donald J. Trump,REP,PRECINCT 407.0,0,301,456,102,859,65.37
President and Vice President,Donald J. Trump,REP,PRECINCT 408.0,0,229,396,152,777,53.22
President and Vice President,Donald J. Trump,REP,PRECINCT 409.0,0,367,472,137,976,49.80
President and Vice President,Donald J. Trump,REP,PRECINCT 410.0,0,452,544,159,1155,60.66
President and Vice President,Donald J. Trump,REP,PRECINCT 411.0,0,151,225,47,423,49.07
President and Vice President,Donald J. Trump,REP,PRECINCT 411.1,0,179,241,56,476,54.15
President and Vice President,Donald J. Trump,REP,PRECINCT 412.0,0,554,795,150,1499,71.35
President and Vice President,Donald J. Trump,REP,PRECINCT 413.0,0,696,989,164,1849,74.38
President and Vice President,Donald J. Trump,REP,PRECINCT 413.1,-,-,-,-,258,82.69
President and Vice President,Donald J. Trump,REP,PRECINCT 414.0,0,370,641,152,1163,67.73
President and Vice President,Donald J. Trump,REP,PRECINCT 415.0,0,668,902,266,1836,65.27
President and Vice President,Donald J. Trump,REP,PRECINCT 416.0,0,409,621,96,1126,65.58
President and Vice President,Donald J. Trump,REP,PRECINCT 417.0,0,481,640,73,1194,64.96
President and Vice President,Donald J. Trump,REP,PRECINCT 418.0,0,211,250,43,504,63.16
President and Vice President,Donald J. Trump,REP,PRECINCT 419.0,0,315,459,61,835,70.94
President and Vice President,Donald J. Trump,REP,PRECINCT 420.0,0,563,753,115,1431,70.88
President and Vice President,Donald J. Trump,REP,PRECINCT 421.0,0,495,684,137,1316,68.05
President and Vice President,Donald J. Trump,REP,PRECINCT 422.0,0,273,435,108,816,69.33
President and Vice President,Donald J. Trump,REP,PRECINCT 423.0,0,430,590,116,1136,67.30
President and Vice President,Donald J. Trump,REP,PRECINCT 424.0,0,409,713,172,1294,68.57
President and Vice President,Donald J. Trump,REP,PRECINCT 424.1,-,-,-,-,240,69.16
President and Vice President,Donald J. Trump,REP,PRECINCT 425.0,0,171,317,75,563,62.28
President and Vice President,Donald J. Trump,REP,PRECINCT 426.0,0,628,1156,174,1958,60.45
President and Vice President,Donald J. Trump,REP,PRECINCT 427.0,0,226,374,60,660,64.77
President and Vice President,Donald J. Trump,REP,PRECINCT 428.0,0,293,513,98,904,61.54
President and Vice President,Donald J. Trump,REP,PRECINCT 429.0,0,343,495,66,904,57.14
President and Vice President,Donald J. Trump,REP,PRECINCT 430.0,0,294,435,66,795,60.64
President and Vice President,Donald J. Trump,REP,PRECINCT 430.1,0,177,241,32,450,63.11
President and Vice President,Donald J. Trump,REP,PRECINCT 431.0,0,226,275,54,555,56.57
President and Vice President,Donald J. Trump,REP,PRECINCT 431.1,-,-,-,-,171,54.11
President and Vice President,Donald J. Trump,REP,PRECINCT 432.0,0,359,516,120,995,61.76
President and Vice President,Donald J. Trump,REP,PRECINCT 433.0,0,392,655,165,1212,70.38
President and Vice President,Donald J. Trump,REP,PRECINCT 434.0,0,206,303,71,580,64.66
President and Vice President,Donald J. Trump,REP,PRECINCT 434.1,0,192,296,82,570,67.78
President and Vice President,Donald J. Trump,REP,PRECINCT 435.0,0,345,456,81,882,65.87
President and Vice President,Donald J. Trump,REP,PRECINCT 435.1,0,172,221,35,428,66.98
President and Vice President,Donald J. Trump,REP,PRECINCT 436.0,0,216,381,53,650,68.71
President and Vice President,Donald J. Trump,REP,PRECINCT 436.1,0,195,342,77,614,66.38
President and Vice President,Donald J. Trump,REP,PRECINCT 437.0,0,183,322,63,568,67.22
President and Vice President,Donald J. Trump,REP,PRECINCT 437.1,0,231,338,48,617,71.16
President and Vice President,Donald J. Trump,REP,PRECINCT 438.0,0,281,432,50,763,70.39
President and Vice President,Donald J. Trump,REP,PRECINCT 438.1,0,312,421,69,802,71.16
President and Vice President,Donald J. Trump,REP,PRECINCT 439.0,0,224,310,77,611,74.79
President and Vice President,Donald J. Trump,REP,PRECINCT 439.1,0,259,335,45,639,74.39
President and Vice President,Donald J. Trump,REP,PRECINCT 440.0,0,151,292,69,512,70.33
President and Vice President,Donald J. Trump,REP,PRECINCT 440.1,0,245,274,47,566,68.69
President and Vice President,Donald J. Trump,REP,PRECINCT 441.0,0,281,453,63,797,67.77
President and Vice President,Donald J. Trump,REP,PRECINCT 441.1,0,219,360,52,631,68.51
President and Vice President,Donald J. Trump,REP,PRECINCT 442.0,0,305,472,84,861,66.18
President and Vice President,Donald J. Trump,REP,PRECINCT 443.0,0,334,538,129,1001,53.64
President and Vice President,Donald J. Trump,REP,PRECINCT 444.0,0,430,697,140,1267,62.82
President and Vice President,Donald J. Trump,REP,PRECINCT 445.0,-,-,-,-,2,50.00
President and Vice President,Donald J. Trump,REP,PRECINCT 446.0,-,-,-,-,4,80.00
President and Vice President,Donald J. Trump,REP,PRECINCT 447.0,0,434,652,104,1190,53.36
President and Vice President,Donald J. Trump,REP,PRECINCT 448.0,0,323,597,127,1047,55.78
President and Vice President,Donald J. Trump,REP,PRECINCT 449.0,0,273,428,72,773,67.45
President and Vice President,Donald J. Trump,REP,PRECINCT 450.0,0,360,404,134,898,48.65
President and Vice President,Donald J. Trump,REP,PRECINCT 451.0,0,683,1072,218,1973,74.85
President and Vice President,Donald J. Trump,REP,PRECINCT 452.0,0,394,579,132,1105,48.02
President and Vice President,Donald J. Trump,REP,PRECINCT 453.0,-,-,-,-,27,36.49
President and Vice President,Donald J. Trump,REP,PRECINCT 454.0,0,259,381,108,748,47.13
President and Vice President,Donald J. Trump,REP,PRECINCT 455.0,0,381,587,111,1079,56.08
President and Vice President,Donald J. Trump,REP,PRECINCT 456.0,0,0,0,0,0,0.00
President and Vice President,Donald J. Trump,REP,PRECINCT 457.0,0,360,493,95,948,67.33
President and Vice President,Donald J. Trump,REP,PRECINCT 458.0,-,-,-,-,197,28.72
President and Vice President,Donald J. Trump,REP,PRECINCT 459.0,0,192,322,40,554,76.84
President and Vice President,Donald J. Trump,REP,PRECINCT 460.0,-,-,-,-,25,69.44
President and Vice President,Donald J. Trump,REP,PRECINCT 461.0,0,634,947,159,1740,62.79
President and Vice President,Donald J. Trump,REP,PRECINCT 462.0,0,560,1386,484,2430,55.09
President and Vice President,Donald J. Trump,REP,PRECINCT 463.0,0,0,0,0,0,0.00
President and Vice President,Donald J. Trump,REP,PRECINCT 463.1,0,0,0,0,0,0.00
President and Vice President,Donald J. Trump,REP,PRECINCT 464.0,0,281,325,98,704,70.90
President and Vice President,Donald J. Trump,REP,PRECINCT 465.0,0,420,526,102,1048,68.86
President and Vice President,Donald J. Trump,REP,PRECINCT 466.0,0,265,435,57,757,62.56
President and Vice President,Donald J. Trump,REP,PRECINCT 467.0,0,218,301,69,588,72.59
President and Vice President,Donald J. Trump,REP,PRECINCT 467.1,0,238,384,57,679,67.29
President and Vice President,Donald J. Trump,REP,PRECINCT 468.0,0,255,369,61,685,46.25
President and Vice President,Donald J. Trump,REP,PRECINCT 469.0,0,597,1267,179,2043,60.62
President and Vice President,Donald J. Trump,REP,PRECINCT 470.0,0,265,452,85,802,51.58
President and Vice President,Donald J. Trump,REP,PRECINCT 470.1,-,-,-,-,145,50.17
President and Vice President,Donald J. Trump,REP,PRECINCT 471.0,0,408,586,46,1040,65.04
President and Vice President,Donald J. Trump,REP,PRECINCT 472.0,0,456,533,75,1064,69.91
President and Vice President,Donald J. Trump,REP,PRECINCT 482.0,0,0,0,0,0,0.00
President and Vice President,Donald J. Trump,REP,PRECINCT 487.0,-,-,-,-,40,56.34
President and Vice President,Donald J. Trump,REP,PRECINCT 488.0,0,543,838,206,1587,56.96
President and Vice President,Donald J. Trump,REP,PRECINCT 498.0,0,76,132,52,260,16.59
President and Vice President,Donald J. Trump,REP,PRECINCT 499.0,0,0,0,0,0,0.00
President and Vice President,Donald J. Trump,REP,PRECINCT 500.0,0,310,418,117,845,70.77
President and Vice President,Donald J. Trump,REP,PRECINCT 501.0,-,-,-,-,131,12.34
President and Vice President,Donald J. Trump,REP,PRECINCT 502.0,0,149,269,92,510,25.58
President and Vice President,Donald J. Trump,REP,PRECINCT 503.0,0,251,127,139,517,59.98
President and Vice President,Donald J. Trump,REP,PRECINCT 504.0,0,137,195,53,385,22.16
President and Vice President,Donald J. Trump,REP,PRECINCT 505.0,-,-,-,-,97,9.44
President and Vice President,Donald J. Trump,REP,PRECINCT 506.0,-,-,-,-,83,10.22
President and Vice President,Donald J. Trump,REP,PRECINCT 507.0,-,-,-,-,89,9.88
President and Vice President,Donald J. Trump,REP,PRECINCT 508.0,-,-,-,-,63,5.97
President and Vice President,Donald J. Trump,REP,PRECINCT 509.0,0,383,395,113,891,63.60
President and Vice President,Donald J. Trump,REP,PRECINCT 510.0,0,223,198,79,500,62.11
President and Vice President,Donald J. Trump,REP,PRECINCT 511.0,-,-,-,-,98,9.30
President and Vice President,Donald J. Trump,REP,PRECINCT 512.0,-,-,-,-,111,9.71
President and Vice President,Donald J. Trump,REP,PRECINCT 514.0,0,58,51,40,149,12.69
President and Vice President,Donald J. Trump,REP,PRECINCT 515.0,0,40,98,43,181,15.63
President and Vice President,Donald J. Trump,REP,PRECINCT 516.0,0,131,196,67,394,29.47
President and Vice President,Donald J. Trump,REP,PRECINCT 517.0,-,-,-,-,163,18.91
President and Vice President,Donald J. Trump,REP,PRECINCT 518.0,-,-,-,-,161,13.95
President and Vice President,Donald J. Trump,REP,PRECINCT 519.0,0,33,55,30,118,9.39
President and Vice President,Donald J. Trump,REP,PRECINCT 520.0,0,55,76,38,169,8.87
President and Vice President,Donald J. Trump,REP,PRECINCT 521.0,-,-,-,-,145,9.65
President and Vice President,Donald J. Trump,REP,PRECINCT 522.0,0,95,113,59,267,13.29
President and Vice President,Donald J. Trump,REP,PRECINCT 523.0,0,54,102,49,205,26.32
President and Vice President,Donald J. Trump,REP,PRECINCT 524.0,0,159,354,58,571,38.53
President and Vice President,Donald J. Trump,REP,PRECINCT 526.0,0,79,91,71,241,52.74
President and Vice President,Donald J. Trump,REP,PRECINCT 527.0,-,-,-,-,109,47.81
President and Vice President,Donald J. Trump,REP,PRECINCT 528.0,0,135,157,86,378,42.05
President and Vice President,Donald J. Trump,REP,PRECINCT 529.0,0,198,303,141,642,30.78
President and Vice President,Donald J. Trump,REP,PRECINCT 530.0,-,-,-,-,112,28.64
President and Vice President,Donald J. Trump,REP,PRECINCT 531.0,0,127,217,58,402,28.03
President and Vice President,Donald J. Trump,REP,PRECINCT 531.1,-,-,-,-,41,24.85
President and Vice President,Donald J. Trump,REP,PRECINCT 532.0,0,44,49,33,126,21.28
President and Vice President,Donald J. Trump,REP,PRECINCT 533.0,0,36,55,46,137,9.00
President and Vice President,Donald J. Trump,REP,PRECINCT 533.1,0,34,65,38,137,22.20
President and Vice President,Donald J. Trump,REP,PRECINCT 534.0,0,94,215,111,420,31.37
President and Vice President,Donald J. Trump,REP,PRECINCT 534.1,0,117,225,67,409,36.71
President and Vice President,Donald J. Trump,REP,PRECINCT 534.2,0,0,0,0,0,0.00
President and Vice President,Donald J. Trump,REP,PRECINCT 535.0,0,69,138,46,253,29.32
President and Vice President,Donald J. Trump,REP,PRECINCT 536.0,-,-,-,-,10,29.41
President and Vice President,Donald J. Trump,REP,PRECINCT 536.1,0,40,78,30,148,24.18
President and Vice President,Donald J. Trump,REP,PRECINCT 537.0,-,-,-,-,95,23.99
President and Vice President,Donald J. Trump,REP,PRECINCT 538.0,0,371,668,257,1296,28.51
President and Vice President,Donald J. Trump,REP,PRECINCT 540.0,-,-,-,-,10,50.00
President and Vice President,Donald J. Trump,REP,PRECINCT 541.0,0,567,739,270,1576,41.43
President and Vice President,Donald J. Trump,REP,PRECINCT 542.0,-,-,-,-,1,100.00
President and Vice President,Donald J. Trump,REP,PRECINCT 543.0,0,357,402,178,937,45.51
President and Vice President,Donald J. Trump,REP,PRECINCT 544.0,0,243,419,183,845,30.73
President and Vice President,Donald J. Trump,REP,PRECINCT 545.0,0,584,648,203,1435,53.62
President and Vice President,Donald J. Trump,REP,PRECINCT 546.0,0,110,180,52,342,28.69
President and Vice President,Donald J. Trump,REP,PRECINCT 547.0,0,114,115,33,262,50.10
President and Vice President,Donald J. Trump,REP,PRECINCT 548.0,0,328,441,130,899,64.21
President and Vice President,Donald J. Trump,REP,PRECINCT 549.0,0,327,373,128,828,58.60
President and Vice President,Donald J. Trump,REP,PRECINCT 550.0,0,376,449,185,1010,62.89
President and Vice President,Donald J. Trump,REP,PRECINCT 550.1,-,-,-,-,19,54.29
President and Vice President,Donald J. Trump,REP,PRECINCT 551.0,0,323,464,159,946,57.82
President and Vice President,Donald J. Trump,REP,PRECINCT 552.0,0,224,329,81,634,66.74
President and Vice President,Donald J. Trump,REP,PRECINCT 553.0,0,324,538,60,922,64.75
President and Vice President,Donald J. Trump,REP,PRECINCT 554.0,0,401,473,61,935,67.70
President and Vice President,Donald J. Trump,REP,PRECINCT 556.0,0,553,579,101,1233,62.53
President and Vice President,Donald J. Trump,REP,PRECINCT 557.0,0,623,863,132,1618,64.26
President and Vice President,Donald J. Trump,REP,PRECINCT 558.0,0,250,397,107,754,63.10
President and Vice President,Donald J. Trump,REP,PRECINCT 559.0,0,297,379,84,760,64.57
President and Vice President,Donald J. Trump,REP,PRECINCT 560.0,0,264,329,58,651,59.13
President and Vice President,Donald J. Trump,REP,PRECINCT 561.0,0,447,756,162,1365,48.89
President and Vice President,Donald J. Trump,REP,PRECINCT 562.0,0,0,0,0,0,0.00
President and Vice President,Donald J. Trump,REP,PRECINCT 563.0,0,253,348,110,711,38.68
President and Vice President,Donald J. Trump,REP,PRECINCT 564.0,0,279,345,151,775,48.80
President and Vice President,Donald J. Trump,REP,PRECINCT 565.0,0,257,284,87,628,48.12
President and Vice President,Donald J. Trump,REP,PRECINCT 566.0,0,324,404,112,840,39.49
President and Vice President,Donald J. Trump,REP,PRECINCT 567.0,0,335,462,71,868,48.87
President and Vice President,Donald J. Trump,REP,PRECINCT 568.0,-,-,-,-,2,66.67
President and Vice President,Donald J. Trump,REP,PRECINCT 569.0,0,651,818,193,1662,43.29
President and Vice President,Donald J. Trump,REP,PRECINCT 570.0,0,244,369,95,708,48.59
President and Vice President,Donald J. Trump,REP,PRECINCT 571.0,-,-,-,-,132,36.97
President and Vice President,Donald J. Trump,REP,PRECINCT 572.0,0,221,308,68,597,50.29
President and Vice President,Donald J. Trump,REP,PRECINCT 573.0,0,340,535,93,968,51.60
President and Vice President,Donald J. Trump,REP,PRECINCT 574.0,0,378,531,88,997,53.12
President and Vice President,Donald J. Trump,REP,PRECINCT 575.0,0,613,783,115,1511,58.23
President and Vice President,Donald J. Trump,REP,PRECINCT 576.0,0,482,656,151,1289,52.66
President and Vice President,Donald J. Trump,REP,PRECINCT 577.0,0,326,507,110,943,42.02
President and Vice President,Donald J. Trump,REP,PRECINCT 578.0,0,301,453,104,858,49.54
President and Vice President,Donald J. Trump,REP,PRECINCT 579.0,0,463,726,141,1330,49.08
President and Vice President,Donald J. Trump,REP,PRECINCT 580.0,-,-,-,-,23,17.97
President and Vice President,Donald J. Trump,REP,PRECINCT 581.0,0,274,352,129,755,50.33
President and Vice President,Donald J. Trump,REP,PRECINCT 582.0,0,594,710,76,1380,39.51
President and Vice President,Donald J. Trump,REP,PRECINCT 583.0,0,105,205,94,404,25.96
President and Vice President,Donald J. Trump,REP,PRECINCT 584.0,0,178,138,61,377,25.15
President and Vice President,Donald J. Trump,REP,PRECINCT 585.0,-,-,-,-,52,9.20
